id,description
5462004,"Oro cae desde máximos de tres semanas por avance del dólar-Los precios del oro bajaban este lunes desde un máximo de tres semanas a medida que el dólar recuperaba cierto terreno, aunque la posibilidad de que se apruebe pronto otro paquete de ayuda por el coronavirus y la incertidumbre en torno a las elecciones de Estados Unidos ayudaban a limitar las pérdidas del metal."
4250986,"Pedro Cateriano sobre presuntos pagos a Vizcarra: “Es una acusación gravísima"-"
2359360,"Conserje acusado de cobrar S/400 mil por presunta coima para presidente Vizcarra dio sus descargos-El exconserje de Obrainsa, Tobías Puerta Gutiérrez, acusado de cobrar un cheque de S/400.000 como parte de una presunta coima destinada un millón de soles al presidente de la república Martín Vizcarra cuando era gobernador regional de Moquegua, dio sus descargos sobre esta denuncia esta tarde."
6534293,"Acuerdo internacional sobre impuesto a grandes empresas digitales se aplaza-Países de la OCDE prevén una tasa mínima mundial de imposición que podría ser del 12,5%, no obstante, llegar a un acuerdo no se lograría este año."
4662587,"Poder Judicial evalúa hoy prisión para el entorno de Vizcarra-El Poder Judicial (PJ), evaluará hoy, a las 11.00 a.m., el pedido de prisión preventiva por nueve meses para cuatro investigados por las presuntas contrataciones irregulares y celebradas entre el músico Richard Cisneros y el Ministerio de Cultura (Mincul)."
9716169,"Por la gobernabilidad-El presidente Martín Vizcarra balbucea, se pone nervioso, insiste en que su lucha “anticorrupción” es el estandarte de su gobierno, que “lo quieren callar”, que no se corre. Pero la realidad va en otro sentido, el testimonio de un aspirante a colaborador eficaz lo involucra en una coima de un millón de soles pagada por el consorcio Obrainsa-Astaldi cuando se desempeñaba como presidente regional de Moquegua."
4649849,"Martín Vizcarra afronta una nueva crisis-"
2860387,"Osteoartrosis: ¿qué es y cómo prevenirla?-<p>Este padecimiento es considerado parte del proceso natural de envejecimiento y se puede presentar en cualquier parte del cuerpo.</p>"
3855064,"Nobel de Economía fue entregado a Paul Milgrom y Robert Wilson (VIDEO)-El Premio Nobel de Economía fue atribuido este lunes a los estadounidenses Paul Milgrom, de 72 años, y Robert Wilson, de 83, dos expertos en subastas cuyo trabajo innovador ha sido utilizado en particular para la asignación de frecuencias de telecomunicaciones."
8879150,"La ciudad y los adultos mayores, por Alek Brcic Bello-“Según el INEI, en el Perú hay más de 2 millones de personas mayores de 65 años y, de este grupo, la mitad sigue trabajando”"
1419419,"Aspirante a colaborador asegura que consorcio Obrainsa-Astaldi pagó S/1 millón a Vizcarra-El último testimonio que se ha incorporado en la investigación del llamado ‘Club de la Construcción’ ha puesto a Moquegua en la lista de regiones donde operaba este cártel de empresas peruanas y extranjeras que se repartían las millonarias adjudicaciones de obras públicas a cambio del pago de coimas."
2921405,"Didi, la rival china de Uber, arrancará este martes en el Perú: Competencia y retos en medio de la pandemia | ANÁLISIS-DiDi Chuxing, el gigante chino de los aplicativos de movilidad urbana, iniciará operaciones en el Perú este martes 13, con una estrategia por precio: viajes desde S/5. Aunque  la movilidad pospandemia será dura, asegura que viene por el liderazgo entre las ‘apps’ de taxi y que este momento de reactivación será clave. Podría lanzar servicio solo para taxistas en el 2021."
5806348,"Siemens Energy: “El hidrógeno es un sustituto para el gas natural” | ENTREVISTA-La multinacional alemana Siemens avizora un gran futuro para el hidrógeno como fuente de energía eléctrica para el Perú. Conversamos con John Prado, director gerente para el Perú, Bolivia y Ecuador."
7282424,"¿Cómo detectar si tu Internet cumple o no con la velocidad contratada a tu operador?-¿Cómo podemos saber si no tenemos los valores apropiados de navegación para hacer una queja formal y no solo lamentarnos en redes sociales? Expertos nos lo explican en este artículo |  Internet Lento | Servicios Movistar, Claro, Entel | Red Perú."
4750012,"Transporte marítimo de cabotaje incrementó la frecuencia de viajes al sur del país-En lo que va del año, se han realizado 13 cabotajes marítimos desde el puerto del Callao a diferentes terminales del país."
4016628,"MTPE: “Tenemos hasta el 30 de diciembre para reglamentar la nueva Ley de Trabajadoras del Hogar”-Desde la Federación Nacional Trabajadoras y Trabajadores del Hogar Perú (Fenttrahop), se señaló que este proceso debe ser transparente y que el dialogo social se respete, puesto que ya hubo malos precedentes."
2143733,"María Amparo Cruz-Saco: “Hay que extender Pensión 65 antes de pensar en otro bono”-Entrevista a la investigadora adjunta del Centro de Investigación de la Universidad del Pacífico. “Extender la cobertura de Pensión 65, a quienes en el futuro inmediato no tendrán pensión, costaría S/ 860 millones”, asevera."
9923107,"Estadounidenses Paul Milgrom y Robert Wilson ganan el Premio Nobel de Economía | VIDEO-El Premio Nobel de Economía fue atribuido este lunes a los estadounidenses Paul Milgrom, de 72 años, y Robert Wilson, de 83, dos expertos en subastas cuyo trabajo innovador ha sido utilizado en particular para la asignación de frecuencias de telecomunicaciones."
1854367,"Fiscal Juárez y peritos revisaron servidor de Obrainsa para corroborar declaración que involucra a Vizcarra-El aspirante a colaborador eficaz N°10-2018 no solo ha declarado al fiscal del equipo Lava Jato, Germán Juárez, que el ex gerente general de Obrainsa Elard Paul Tejeda Moscoso entregó S/1′000.000 al entonces gobernador regional de Moquegua Martín Vizcarra. El pago ilícito, según ha manifestado, fue a cambio de la adjudicación al consorcio Obrainsa-Astaldi la obra Línea de Conducción 1 Jaguay - Lomas de Ilo y el Sistema de Riego I Etapa del Proyecto Ampliación de la Frontera Agrícola Lomas de Ilo, que tuvo un valor de S/81 millones."
3846220,"Elecciones 2021: Hoy vence el plazo para que las alianzas electorales soliciten su inscripción-Este lunes 12 de octubre culmina el plazo para que los partidos políticos soliciten la inscripción de alianzas electorales, con miras a participar en las próximas Elecciones Generales 2021."
2743280,"Congreso: Podemos Perú pide investigar a Orestes Sánchez en la Comisión de Ética-Aron Espinoza presentó oficio para que le abran una investigación preliminar al legislador por recortarle el sueldo a su extrabajador."
3008259,"Autoridades de Puno no presentaron renuncias para postular a elecciones del 2021-Ni consejeros, ni alcaldes distritales han presentado hasta ayer su renuncia al cargo para postular de los próximos comicios. Plazo para que autoridades renuncien a su cargo para ser candidatos vence hoy."
2314731,"Empleo formal se recuperará en 2021 tras coronavirus, asegura Martín Vizcarra-<p>El presidente de la República, Martín Vizcarra, aseguró que la generación de empleos se realizara por medio de Arranca Perú y inversión pública.</p>"
2314731,"Empleo formal se recuperará en 2021 tras coronavirus, asegura Martín Vizcarra-<p>El presidente de la República, Martín Vizcarra, aseguró que la generación de empleos se realizara por medio de Arranca Perú y inversión pública.</p>"
93631,"Nobel de Economía es para Paul Milgrom y Robert Wilson por innovaciones en la teoría de subastas-Jurador de la Academia de Ciencias de Suecia destacó la mejora hecha por los dos economistas a esta teoría. Sus trabajos se han aplicado en la licencia de frecuencias de telecomunicaciones en Estados Unidos y en la asignación de franjas horarias en los aeropuertos."
980167,"Congreso: Fuerza Popular pide reconsiderar aprobación de ley que repone a docentes cesados-La bancada fujimorista presentó un documento para que se vuelva a votar dicha norma aprobada el pasado 8 de octubre por el Pleno."
56374,"Otra ves Andrés-"
8788953,"Latin America's 50 Best Restaurants: ¿cuándo será y cómo disfrutar del evento este 2020?-<p>El sector gastronómico es uno de los que más se ha visto afectado durante la pandemia por la <span class="caps">COVID</span>-19. Por tal motivo, eventos como Latin America&#8217;s 50 Best Restaurants se llevarán de manera virtual.</p>"
6719093,"RMP: “Los sueños de vacancia de UPP parece que están lejanos” [VIDEO]-En Sin guion, Rosa María Palacios habló de la nueva denuncia en contra de Martín Vizcarra y la posible vacancia presidencial que presentaría UPP."
5919707,"Petroperú ejecutará proyectos de agua y saneamiento mediante obras por impuesto en Loreto-La estatal petrolera indicó que son 12 proyectos de agua y saneamiento, lo que beneficiará a más de 400 familias de comunidades amazónicas."
5330915,"Ruiz: “La idea es que los ciudadanos no vayan al banco para evitar contagios” [VIDEO]-Richar Ruiz, viceministro de Prestaciones Sociales del MIDIS, habló de las fases y modalidades en la entrega del segundo Bono Familiar Universal."
4349241,"Proyecto Lomas de Ilo pone en problemas a presidente Vizcarra-Obra en Moquegua tuvo varias irregularidades detectadas por la Contraloría. Dos válvulas de agua se reventaron cuando se hicieron pruebas, tuvieron que realizar peritajes en 63 kilómetros de tuberías, entre otras."
6555702,"Familiares de desaparecidos piden no recortar Santuario de la Memoria-Entregaron una carta al primer ministro para que ampliación del aeropuerto de Huamanga no afecte La Hoyada, donde aún quedan zonas por exhumar."
240449,"Martín Vizcarra responde sobre testimonio en su contra: “Es falso y detrás hay intereses poderosos”-El mandatario, Martín Vizcarra, afirmó que no dejará la Presidencia, pese a que un aspirante a colaborador eficaz informó que recibió coimas cuando era gobernador."
497860,"Martín Vizcarra admite que coordinó alquiler de avión con Obrainsa-Responde. Mandatario sostiene que actuó con transparencia y rechaza haber recibido sobornos. Apunta que la UNOPS gestionó el concurso para el proyecto Lomas de Ilo."
8523061,"Bancadas esperan moción de UPP para evaluar la vacancia-Los voceros del Frente Amplio y Alianza Para el Progreso, en tanto, rechazan sumarse a este pedido. Juristas señalan que no hay causal para destituir al presidente, pero sí suficientes indicios penales en su contra."
7136247,"Martín Vizcarra anunció que ley que reincorpora a docentes sin título será observada [VIDEO]-El presidente también indicó que se podría analizar ofrecerles capacitaciones y estudios a los más de 14.000 profesores para determinar por qué no aprobaron."
9575326,"Martín Vizcarra garantiza que los empleos formales se recuperarán en el 2021-El presidente Martín Vizcarra aseguró que su gobierno prioriza la reactivación económica en las zonas más alejadas de nuestro país."
793412,"Congreso definirá a nuevo gestor de pensiones-Esta semana. Se encargará de centralizar y fiscalizar la administración de las 7 millones de cuentas individuales en las AFP, los 4,7 millones de aportantes a la ONP e incentivar a que otros 5 millones de peruanos coticen para una pensión en su vejez. Comisión de Reforma de Pensiones sesionará este martes 13 de octubre."
7261839,"Martín Vizcarra dice no renunciará: “No nos ha temblado la mano para cerrar el Congreso” (VIDEO)-El presidente Martín Vizcarra, rechazó categóricamente la denuncia que hizo un aspirante a colaborador eficaz en la investigación que se sigue contra el denominado “Club de la Construcción”."
1880274,"Cateriano sobre nuevo intento de vacar al presidente: “UPP es una agrupación violentista”-El exprimer ministro Pedro Cateriano aclaró que el mandatario Martín Vizcarra debe ser investigado al finalizar su Gobierno, pero respetando el debido proceso."
5681109,"INEN alista actividades virtuales por la Semana Perú contra el Cáncer 2020-Para incentivar la adopción de conductas y estilos de vida saludable que permitan prevenir el cáncer en la población peruana, el Instituto Nacional de Enfermedades Neoplásicas (INEN), realizará una serie de eventos virtuales en el marco de la Semana Perú Contra el Cáncer 2020 (SPCC) desde el 12 al 16 de octubre."
8940296,"Recaudación lleva 8 meses consecutivos en retroceso-Menores ingresos. Incidieron la menor actividad económica y las prórrogas tributarias, como consecuencia de la pandemia."
1312459,"Segundo Bono Universal: esto debes hacer para cobrar el subsidio por Carrito Pagador-"
2042272,"Caso Obrainsa: exconserje reconoce que cobró cheques pero asegura que no sabía para qué era el dinero-El exconserje de Obrainsa, Tobías Puerta Gutiérrez, acusado de cobrar un cheque de S/400.000 como parte de una presunta coima destinada un millón de soles al presidente de la república Martín Vizcarra cuando era gobernador regional de Moquegua, dio sus descargos sobre esta denuncia esta tarde."
8675919,"Zoraida Ávalos: Investigación a Vizcarra marca un hito porque la tradición era que al presidente no se le investiga-La fiscal de la Nación, Zoraida Ávalos, aseguró este domingo que la investigación en contra del presidente Martín Vizcarra que abrió el pasado viernes por las contrataciones de Richard Cisneros, artísticamente conocido como ‘Richard Swing’, en el Ministerio de Cultura “marca un hito”, porque el Ministerio Público tenía “la tradición” de no investigar al mandatario durante su mandato."
2467067,"Minsa: Las reinfecciones por COVID-19 están en estudio, pero no constituyen problema de salud pública-El viceministro de Salud Pública, Luis Suárez Ognio, señaló hoy que los casos reportados como posibles reinfecciones de la COVID-19 en el mundo todavía están en estudio; no obstante, afirmó que estos no constituyen un problema de salud pública, debido a que no significa que toda la población se va a volver a contagiar."
3765054,"Ricardo Burga sobre nuevo pedido de vacancia: “Aún es prematuro”-El portavoz alterno de Acción Popular, Ricardo Burga, consideró este domingo que “es prematuro” hablar de una vacancia presidencial en contra de Martín Vizcarra luego que se conociera que un aspirante a colaborador eficaz ha dicho que recibió un pago ilícito cuando era gobernador regional de Moquegua."
1277377,"Martín Vizcarra reconoce que tramitó vuelo de autoridades bolivianas con Obrainsa-El presidente de la República, Martín Vizcarra, reconoció que participó en las coordinaciones para que el consorcio en el que participó Obrainsa alquile una avioneta que trasladó a funcionarios de Bolivia en diciembre del 2013, cuando era gobernador regional de Moquegua, y aseguró que este trámite fue “totalmente transparente” y que no prueba que haya recibido algún pago ilícitos de esta empresa que es parte del ‘Club de la Construcción’."
2761336,"Martín Vizcarra: “Rechazo categóricamente denuncia de aspirante a colaborador eficaz”-El presidente Martín Vizcarra, rechazó categóricamente la denuncia que hizo un aspirante a colaborador eficaz en la investigación que se sigue contra el denominado “Club de la Construcción”."
2761336,"Martín Vizcarra: “Rechazo categóricamente denuncia de aspirante a colaborador eficaz”-El presidente Martín Vizcarra, rechazó categóricamente la denuncia que hizo un aspirante a colaborador eficaz en la investigación que se sigue contra el denominado “Club de la Construcción”."
4387524,"Zoraida Ávalos sobre investigación a Vizcarra: “Marca un hito porque la tradición era que al presidente no se le investiga”-La fiscal de la Nación, Zoraida Ávalos, aseguró este domingo que la investigación en contra del presidente Martín Vizcarra que abrió el pasado viernes por las contrataciones de Richard Cisneros, artísticamente conocido como ‘Richard Swing’, en el Ministerio de Cultura “marca un hito”, porque el Ministerio Público tenía “la tradición” de no investigar al mandatario durante su mandato."
4952060,"Congresista Héctor Maquera y 73 excandidatos multados-Faltas. Legislador de UPP postuló a la región Tacna en el 2018 y entregó su informe de gastos con cinco meses de retraso, según la resolución de la ONPE."
5481337,"Elecciones 2021: JNE informa que los trámites se harán de manera virtual debido a la pandemia-El Jurado Nacional de Elecciones (JNE) informó este domingo que todos los trámites que se requieran para el proceso electoral del 2021 se realizarán de manera virtual para evitar aglomeraciones y el tránsito de ciudadanos debido a la pandemia del coronavirus (COVID-19)."
5442677,"Ricardo Burga tras nuevo pedido de vacancia: “No podemos dar por cierta una información de un colaborador eficaz”-El portavoz alterno de Acción Popular, Ricardo Burga, consideró este domingo que “es prematuro” hablar de una vacancia presidencial en contra de Martín Vizcarra luego que se conociera que un aspirante a colaborador eficaz ha dicho que recibió un pago ilícito cuando era gobernador regional de Moquegua."
6888774,"Nosotros matamos más, una crónica de Fernando Vivas-Los muertos en exceso por la pandemia, respecto a periodos anteriores, superaron los 80.000. El terrorismo, en 20 años, provocó 69.280 muertos según la CVR. ¿Qué impacto tendrá esto en nuestra sociedad y política?"
5035743,"Ollanta Humala: en más de tres años, no ha sido investigado por los audios del caso Madre Mía-El expresidente Ollanta Humala aún no es investigado en la fiscalía por el llamado Caso Madre Mía, a pesar de que hace más de tres años y medio el fiscal Luis Valdivia, titular de la Cuarta Fiscalía Supraprovincial, recibió audios y transcripciones que contenían conversaciones sobre una presunta compra de testigos, las que involucran al exmandatario."
7982808,"El centro vacío-"
9274125,"MTC otorga a Xigma la concesión única para la prestación de servicios públicos de telecomunicaciones-El Ministerio de Transportes y Comunicaciones (MTC) otorgó este domingo la concesión única para la prestación de servicios públicos de telecomunicaciones en todo el territorio nacional a la empresa peruana XIGMA"
2334549,"Chile: Falabella apostaría por sumar obras de arte a su oferta de e-commerce-El proyecto dará inicio con cerca de 300 fotografías de 40 artistas visuales chilenos. Este espacio fue bautizado como Espacio Fotografía"
5712009,"Solo en Lima, Áncash e Ica se iniciaron trámites para adquirir más de 90 kits para revocatorias-La Oficina Nacional de Procesos Electorales (ONPE) informó que las regiones de Lima, Ancash e Ica se registran la mayor cantidad de solicitudes para adquirir el kit electoral a fin de recolectar firmas de adherentes para la revocatoria de autoridades regionales y municipales, que a la fecha suman 174."
4792031,"Zoraida Ávalos: Fiscal en primera instancia decidirá si acepta a Noriega como testigo protegido-Además, la titular del Ministerio Público precisó que no se apartará de la investigación contra Martín Vizcarra, como lo sugirió el procurador anticorrupción Amado Enco."
483254,"Martín Vizcarra dice que alquiler de avioneta fue por responsabilidad social del consorcio-Un aspirante a colaborador eficaz asegura que el consorcio Obrainsa-Astaldi le dio S/1 millón a Martín Vizcarra más costo del alquiler de la avioneta, para favorecerlo en obra de Moquegua."
5581630,"Fact checking: Walter Martos, la vacuna contra el COVID-19 y el reinicio de clases-Día a día, autoridades y líderes de opinión son sometidos al escrutinio de El Comercio, a fin de conocer si lo que afirman es verdadero, falso o impreciso. En esta edición revisamos una declaración ofrecida por el primer ministro, Walter Martos."
6119559,"Martín Vizcarra: fiscal de la Nación Zoraida Ávalos niega apartarse de investigación-La titular del Ministerio Público, Zoraida Ávalos, informó que el presidente Martín Vizcarra ya fue notificado del inicio de indagación en su contra, el mismo que será suspendido hasta que acabe su mandato."
9183089,"Martín Vizcarra negó haberse reunido para coordinar presuntas coimas de Obrainsa-Astaldi-El jefe de Estado indicó conocer a los dueños de las constructoras, pero negó tener algún vínculo amical. Además, rechazó categóricamente lo dicho por el aspirante a colaborador eficaz."
3743375,"Incremento del gasto público ayudará a estimular el gasto privado en los meses que vienen-"
6982816,"JNE recuerda que este lunes vence plazo para renuncias de gobernadores y alcaldes-El Jurado Nacional de Elecciones (JNE) recordó que hasta este lunes 12 de octubre hay plazo para renunciar al cargo de gobernadores, vicegobernadores, alcaldes y altos funcionarios que aspiren a participar como candidatos en las Elecciones Generales 2021."
7950083,"¿Cuáles son los retos en los próximos meses para estimular la inversión privada y reactivar la economía?-Economistas Diego Macera y Jorge González Izquierdo analizan las posibilidades para salir de la crisis de la mano del sector privado"
5522694,"Pilar Mazzetti sobre Vizcarra: “Hay que esperar el final de las investigaciones”-La ministra de Salud, Pilar Mazzetti, señaló que las investigaciones que se están realizando en el equipo especial Lava Jato, en las cuales se ha visto implicado el presidente Martín Vizcarra, “tienen que seguir”. Esto, luego que se conociera que un aspirante a colaborador eficaz ha dicho que recibió un pago ilícito cuando era gobernador regional de Moquegua."
432100,"Caso Club de la Construcción: UPP presentará moción de vacancia contra el presidente Martín Vizcarra-El vocero de la bancada de Unión por el Perú, José Vega, anunció que este lunes 12 de octubre buscará recolectar firmas para presentar un nuevo proceso de vacancia presidencial por incapacidad moral permanente contra el mandatario Martín Vizcarra, por haber recibido un presunto pago ilícito de S/1′000.000 a cambio de la buena pro de la obra Lomas de Ilo, cuando el mandatario era gobernador regional de Moquegua."
1861700,"Vizcarra sobre señalamientos de colaborador eficaz: “Cuando toco a Odebrecht viene este tipo de titular”-El presidente de la República, Martín Vizcarra, afirmó que la divulgación de la versión de un aspirante a colaborador eficaz del Ministerio Público, según la cual habría recibido dinero ilegal cuando se desempeñaba como gobernador de Moquegua, es una respuesta a su pedido de que se investiguen los casos de corrupción que involucran a la empresa constructora Odebrecht."
8429032,"Extrabajador de Orestes Sánchez denuncia amenazas tras informar recortes de su sueldo-Un extécnico del religioso congresista Orestes Sánchez, de Podemos Perú, lo acusa de haberle obligado a dar hasta más de S/2.000 de manera mensual y de trabajar presencialmente, lo que habría provocado su contagio a la COVID-19."
1190817,"MTC otorga a XIGMA S.A.C la concesión única para la prestación de servicios públicos de telecomunicaciones en todo el territorio-El Ministerio de Transportes y Comunicaciones (MTC) otorgó este domingo la concesión única para la prestación de servicios públicos de telecomunicaciones en todo el territorio nacional a la empresa peruana XIGMA S.A.C."
2387687,"Heineken vs. Backus: ¿una nueva guerra en el mercado de cervezas en proceso?-La multinacional Heineken anuncia su ingreso al Perú y afirma su batalla global con AB InBev, que con Backus posee el 98,6% de ‘market share’ en el país. Ambas disputarán un mercado que mueve US$5.078 mlls., pero golpeado por la pandemia. ¿Cómo encontrará el mercado cervecero peruano? ¿Se avecina una nueva guerra de cervezas como años atrás?"
8485261,"Clubes permanecen cerrados mientras la morosidad sube: ¿en qué situación se encuentran?-Solían ser puntos de encuentro recurrentes para campeonatos deportivos, conciertos o eventos sociales. En la actualidad y debido al COVID-19, los clubes no reciben más que a unas cuantas personas que se encargan de realizar labores administrativas y de mantenimiento. Ello ha implicado que estas entidades deban pasar por escenarios complicados, y en algunos casos, estén a un paso de la inestabilidad financiera."
8165497,"Martín Vizcarra y las presuntas coimas que recibió de Obrainsa-Astaldi-Según un aspirante a colaborador, cuando Martín Vizcarra era gobernador de Moquegua pidió S/1 millón tras dar información que beneficiaba a las empresas sobre el proyecto Las Lomas de Ilo."
161262,"Dictan ley que busca la protección en el trabajo para mujeres gestantes y madres lactantes, ¿qué alcances tiene?-Durante el estado de emergencia, las mujeres trabajadoras gestantes podrán solicitar al empleador realizar trabajo remoto, ante labores que pongan en peligro su salud y la del feto"
2519500,"Wings Mobile firma alianza con Guinea Mobile y planea alcanzar el millón de usuarios en dos años-Operador móvil virtual tiene en sus planes invertir hasta el 60% de sus ganancias en el país."
6073651,"Programa Juntos: Midis adelantará doble pago a 696 mil familias a nivel nacional-Pagos se iniciarán el 31 de agosto y corresponden a los bimestres de julio-agosto y setiembre-octubre"
3245388,"José Vega defiende nuevo intento de vacancia: “Mañana vamos a correr las firmas”-El vocero de la bancada UPP señaló que ya ha conversado con otros portavoces. Agregó que el Congreso no puede estar al margen de cualquier hecho que podría involucrar al presidente."
8260135,"Didi, la app china que llega al Perú para competir con Uber, Beat y Cabify-Didi se encontrará disponible de forma gratuita desde el 13 de octubre del 2020. En una primera etapa, se podrán solicitar viajes en Lima eligiendo la opción Express."
9272586,"Un show que debe continuar: ¿Cómo enfrentan la pandemia los chefs pasteleros, magos, payasos y animadores? | FOTOS-El Comercio conversó con representantes del negocio de animación de eventos y del rubro pastelero, entre ellos  Dulcefina, La casa de las Tortas y el Show de Benito"
9442479,"Más del 70% de ejecutivos del sector privado consideran que el servidor público es deshonesto-"
8206567,"Pandemia ocasiona saturación de capacitación e-learning para líderes empresariales-"
6391047,"Pedro Chávarry tras presuntos pagos a Martín Vizcarra: “Dios pone todo en su lugar”-"
3831418,"Marco Arana: “El tema de la unidad (de la izquierda) no puede hacerse de la vista gorda sobre la corrupción”-Entrevista al excongresista, líder del Frente Amplio y precandidato presidencial, quien analiza la situación de la izquierda de cara a las próximas elecciones."
3400924,"Congreso: plantean eliminar designación de embajadores sin carrera en el servicio diplomático-Iniciativa de la bancada UPP busca derogar disposición complementaria en la ley del servicio diplomático que permite al presidente de la República nombrar embajadores políticos."
8107520,"Consorcio le pagó S/1  millón a Martín Vizcarra por buena pro de una obra, según aspirante a colaborador eficaz-"
2974600,"Martín Vizcarra niega pagos de Obrainsa: “Quieren intimidarme y callarme para que no hable de Odebrecht"-"
2432289,"DolarToday Venezuela HOY: ¿a cuánto se cotiza el dólar este domingo 11 de octubre?-DolarToday | El precio del dólar en Venezuela operaba al alza este miércoles 7 de octubre, mientras la cifra de casos de COVID-19 llegó el martes a 79.796, dejando 665 muertes y por la que hay 198 pacientes graves, informó el ministro de Comunicación, Freddy Ñáñez."
6334165,"Elecciones 2021: este lunes se cumple el plazo para alianzas, renuncias y otros-El cronograma del Jurado Nacional de Elecciones señala que este 12 de octubre es la fecha límite para que los partidos presenten lo solicitado con miras a los próximos comicios."
7658506,"Vizcarra sobre reposición de docentes cesados: “¿Qué ejemplo le damos al que se esfuerza y estudia?”-El presidente mostró su desacuerdo con la norma que aprobó el Congreso para reincorporar a más de 14.000 profesores que fueron cesados luego de desaprobar una evaluación."
5255356,"Martín Vizcarra: consorcio le habría pagado S/ 1 millón cuando era gobernador, según aspirante a colaborador-De acuerdo al testimonio, Martín Vizcarra habría favorecido al consorcio Obrainsa - Astaldi con la buena pro de una obra en Ilo. El mandatario niega las acusaciones."
3681564,"Mazzetti sobre presunto pago a Vizcarra: “Hay que esperar al final de las investigaciones”-La titular del Minsa evitó ahondar sobre una nueva denuncia contra el presidente, quien habría recibido S/ 1 millón a cambio de ayudar a un consorcio con la adjudicación de una obra en el 2013."
9550156,"Mercado de trabajo en pandemia, cuando la procesión va por dentro (de casa)-“Hoy, que en muchos hogares se ha apelado a la creatividad para hacer nacer emprendimientos, se está utilizando más la obra familiar no remunerada. Son varias las imágenes que nos vienen a la mente: aquí están quienes preparan recetas en casa, ayudan con la publicidad, empacan los productos y hasta quienes los reparten”, señala el investigador principal de Grade"
7393902,"Observarán ley que restituye a 14 mil docentes cesados-"
9633737,"Normas traban recaudación de impuestos-"
3702183,"Contraloría detectó que 722 presos cobraron el Bono Familiar Universal mediante banca celular y depósito-La autoridad señaló también que se designó a 3.864 reclusos como responsables de cobrar el Bono Familiar Universal de 760 soles. Este tramo del Bono Familiar Universal debía ser cobrado en el ámbito rural por representantes de los hogares en condición de pobreza y pobreza extrema."
4409841,"Elmer Cuba: “El empleo formal va a ser lo último en recuperarse en el 2021” | ENTREVISTA-“El principal incentivo a largo plazo que le puedes dar al empleo formal es bajarle los costos de la formalidad, y acá está el famoso fallo del TC que hace que en el Perú sea muy difícil ser flexibles”, expresa el socio principal de Macroconsult y miembro del directorio del BCR."
8008743,"Recaudación tributaria cayó 20% en setiembre-Resultado se debe a la menor actividad económica de los últimos meses y al impacto de las medidas de alivio a los contribuyentes en los meses previos."
4588100,"Richard Cisneros reveló que postulará a la presidencia: "Fiscalía quiere encarcelar a gente inocente” (VIDEO)-El músico Richard Cisneros, más conocido como Richard Swing, aseguró que el Ministerio Público pretende encarcelarlo mientras se investiga su caso por los contratos que firmó con el Ministerio de Cultura."
3077749,"Dos testimonios apuntan a Martín Vizcarra-La Fiscalía de la Nación cuenta con nuevos testimonios de aspirantes a colaboradores eficaces y testigos protegidos que sindican al jefe de Estado, Martín Vizcarra, de haber ejercido presuntas influencias para la contratación de Richard Cisneros en el Ministerio de Cultura (Mincul)."
5431778,"Marianella Ledesma: “El TC se encarga de ejercer ese control y equilibrio de poderes”-La presidenta del Tribunal Constitucional (TC), Marianella Ledesma, anunció que antes de finalizar el año estará lista la sentencia de la demanda competencial acerca de la vacancia presidencial."
1412407,"Minagri aprobó reglamento de ley que fortalece la planificación de la producción agraria-Se busca la promover la difusión y utilización de datos estadísticos para determinar qué alimentos cultivar y en qué cantidad."
555085,"MEF transfiere 38 millones de soles al MTPE para otorgar subsidios a trabajadores con COVID-19-Este subsidio por incapacidad temporal estará dirigido a los trabajadores cuya remuneración mensual sea de hasta 2.400 soles que hayan sido diagnosticados con la enfermedad."
3206530,"Segundo Bono Universal: ¿Cómo saber si accedo al subsidio y cobrarlo HOY?-El Poder Ejecutivo ha puesto a disposición de los peruanos el portal oficial para conocer si el hogar al que pertenece ha sido beneficiado con el Segundo Bono Familiar Universal de S/ 760."
2424609,"¿Cómo ayuda una mascota a quienes sufren depresión en tiempos de pandemia?-La pandemia del coronavirus y el aislamiento social dispuesto por las autoridades para frenar el contagio del COVID-19 altera el ánimo de cualquiera, pero afecta en especial a quienes sufren ansiedad o depresión, por lo que urge atender la salud mental. Al parecer las mascotas se han convertido en un gran aliado."
2205141,"Publican anteproyecto para corregir distorsión en costos de electricidad-Sentencia. Ministerio de Energía y Minas cumplirá el fallo de la Corte Suprema de Justicia."
7510466,"Primer tramo del bono universal comenzó a pagarse-Mayor distanciamiento. Segundo Bono Familiar Universal no se cobrará en bancos para evitar las aglomeraciones. Unos 4,9 millones de hogares recibirán el depósito directamente en sus cuentas bancarias. A los 3,5 beneficiarios restantes se les pagará el subsidio de S/ 760 bajo otros mecanismos."
506374,"Las laptops y computadoras fueron los productos más buscados por los peruanos-Respecto a las marcas, las más buscadas fueron HP, Asus, Epson, Lenovo y Toshiba."
3405905,"Asociación de AFP rechaza creación de fondo compartido en propuesta de sistema integral de pensiones-Señalaron que debe haber componente solidario a través de la recaudación de impuestos. Propuesta de Comisión de la Reforma de Pensiones plantea un sistema integral con un fondo de cuenta individual y uno compartido."
8438943,"Banco de la Nación: Se registraron colas en algunas agencias por el Bono Familiar Universal-La estatal bancaria indicó que en un par de horas se atendió al público que llegó a las algunas agencias por el subsidio de 760 soles."
